step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,17A:8A,17,A,8,A,18,18,20
1,15A:16A,15,A,16,A,18,18,20
2,9A:7A,9,A,7,A,18,18,20
3,5A:2A,5,A,2,A,18,18,20
4,14A:7A,14,A,7,A,18,18,20
5,5A:10A,5,A,10,A,18,18,20
6,18B:2A,18,B,2,A,18,17,20
7,2B:7A,2,B,7,A,17,16,20
8,7B:4A,7,B,4,A,16,15,20
9,14A:2B,14,A,2,B,15,16,20
10,8A:10A,8,A,10,A,16,16,20
11,10A:13A,10,A,13,A,16,16,20
12,1A:13A,1,A,13,A,16,16,20
13,7B:18B,7,B,18,B,16,16,20
14,19B:0A,19,B,0,A,16,15,20
15,17A:18B,17,A,18,B,15,16,20
16,7B:0B,7,B,0,B,16,16,20
17,19B:9A,19,B,9,A,16,15,20
18,15A:13A,15,A,13,A,15,15,20
19,10A:17A,10,A,17,A,15,15,20
20,15A:7B,15,A,7,B,15,16,20
21,9B:8A,9,B,8,A,16,15,20
22,8B:0B,8,B,0,B,15,15,20
23,7A:12A,7,A,12,A,15,15,20
24,14A:14A,14,A,14,A,15,15,20
25,18A:19B,18,A,19,B,15,16,20
26,10A:12A,10,A,12,A,16,16,20
27,11A:0B,11,A,0,B,16,17,20
28,1A:13A,1,A,13,A,17,17,20
29,2A:14A,2,A,14,A,17,17,20
30,3A:8B,3,A,8,B,17,18,20
31,7A:6A,7,A,6,A,18,18,20
32,9B:10A,9,B,10,A,18,17,20
33,15A:12A,15,A,12,A,17,17,20
34,5A:13A,5,A,13,A,17,17,20
35,4B:2A,4,B,2,A,17,16,20
36,9B:17A,9,B,17,A,16,15,20
37,1A:11A,1,A,11,A,15,15,20
38,4B:2B,4,B,2,B,15,15,20
39,15A:1A,15,A,1,A,15,15,20
40,15A:7A,15,A,7,A,15,15,20
41,3A:0A,3,A,0,A,15,15,20
42,12A:7A,12,A,7,A,15,15,20
43,2B:3A,2,B,3,A,15,14,20
44,10B:6A,10,B,6,A,14,13,20
45,9B:8A,9,B,8,A,13,12,20
46,15A:5A,15,A,5,A,12,12,20
47,11A:3B,11,A,3,B,12,13,20
48,15A:5A,15,A,5,A,13,13,20
49,19A:3A,19,A,3,A,13,13,20
50,11A:9B,11,A,9,B,13,14,20
51,11A:12A,11,A,12,A,14,14,20
52,7A:6B,7,A,6,B,14,15,20
53,1A:7A,1,A,7,A,15,15,20
54,2B:9A,2,B,9,A,15,14,20
55,17B:19A,17,B,19,A,14,13,20
56,16A:18A,16,A,18,A,13,13,20
57,15A:11A,15,A,11,A,13,13,20
58,10B:11A,10,B,11,A,13,12,20
59,1A:10B,1,A,10,B,12,13,20
60,0A:13A,0,A,13,A,13,13,20
61,16A:3A,16,A,3,A,13,13,20
62,8B:11B,8,B,11,B,13,13,20
63,12A:14A,12,A,14,A,13,13,20
64,14A:13A,14,A,13,A,13,13,20
65,3A:16A,3,A,16,A,13,13,20
66,19B:8B,19,B,8,B,13,13,20
67,12A:17B,12,A,17,B,13,14,20
68,15A:14A,15,A,14,A,14,14,20
69,8B:18A,8,B,18,A,14,13,20
70,5A:7A,5,A,7,A,13,13,20
71,16A:2B,16,A,2,B,13,14,20
72,5A:14A,5,A,14,A,14,14,20
