step,event,birth_index,birth_type,death_index,death_type,mutants_before,mutants_after,N
0,10A:9A,10,A,9,A,12,12,15
1,13B:8A,13,B,8,A,12,11,15
2,13B:6A,13,B,6,A,11,10,15
3,14B:14B,14,B,14,B,10,10,15
4,10A:3A,10,A,3,A,10,10,15
5,4A:5A,4,A,5,A,10,10,15
6,14B:7A,14,B,7,A,10,9,15
7,12B:2A,12,B,2,A,9,8,15
8,6B:11A,6,B,11,A,8,7,15
9,13B:8B,13,B,8,B,7,7,15
10,4A:11B,4,A,11,B,7,8,15
11,8B:5A,8,B,5,A,8,7,15
12,10A:14B,10,A,14,B,7,8,15
13,8B:3A,8,B,3,A,8,7,15
14,3B:9A,3,B,9,A,7,6,15
15,10A:10A,10,A,10,A,6,6,15
16,5B:10A,5,B,10,A,6,5,15
17,2B:11A,2,B,11,A,5,4,15
18,9B:2B,9,B,2,B,4,4,15
19,7B:11B,7,B,11,B,4,4,15
20,9B:11B,9,B,11,B,4,4,15
21,1A:5B,1,A,5,B,4,5,15
22,8B:9B,8,B,9,B,5,5,15
23,8B:10B,8,B,10,B,5,5,15
24,10B:10B,10,B,10,B,5,5,15
25,11B:13B,11,B,13,B,5,5,15
26,8B:14A,8,B,14,A,5,4,15
27,12B:12B,12,B,12,B,4,4,15
28,0A:1A,0,A,1,A,4,4,15
29,0A:2B,0,A,2,B,4,5,15
30,0A:0A,0,A,0,A,5,5,15
31,3B:12B,3,B,12,B,5,5,15
32,11B:4A,11,B,4,A,5,4,15
33,10B:2A,10,B,2,A,4,3,15
34,12B:11B,12,B,11,B,3,3,15
35,11B:3B,11,B,3,B,3,3,15
36,11B:0A,11,B,0,A,3,2,15
37,5A:7B,5,A,7,B,2,3,15
38,1A:13B,1,A,13,B,3,4,15
39,10B:8B,10,B,8,B,4,4,15
40,12B:11B,12,B,11,B,4,4,15
41,9B:6B,9,B,6,B,4,4,15
42,3B:12B,3,B,12,B,4,4,15
43,11B:11B,11,B,11,B,4,4,15
44,4B:10B,4,B,10,B,4,4,15
45,0B:6B,0,B,6,B,4,4,15
46,5A:12B,5,A,12,B,4,5,15
47,14B:5A,14,B,5,A,5,4,15
48,14B:0B,14,B,0,B,4,4,15
49,0B:4B,0,B,4,B,4,4,15
50,3B:13A,3,B,13,A,4,3,15
51,11B:13B,11,B,13,B,3,3,15
52,6B:3B,6,B,3,B,3,3,15
53,13B:11B,13,B,11,B,3,3,15
54,10B:5B,10,B,5,B,3,3,15
55,11B:8B,11,B,8,B,3,3,15
56,11B:3B,11,B,3,B,3,3,15
57,11B:3B,11,B,3,B,3,3,15
58,4B:2B,4,B,2,B,3,3,15
59,14B:1A,14,B,1,A,3,2,15
60,2B:2B,2,B,2,B,2,2,15
61,10B:1B,10,B,1,B,2,2,15
62,5B:6B,5,B,6,B,2,2,15
63,4B:4B,4,B,4,B,2,2,15
64,1B:9B,1,B,9,B,2,2,15
65,12A:0B,12,A,0,B,2,3,15
66,4B:11B,4,B,11,B,3,3,15
67,14B:0A,14,B,0,A,3,2,15
68,2B:5B,2,B,5,B,2,2,15
69,8B:12A,8,B,12,A,2,1,15
70,13B:9B,13,B,9,B,1,1,15
71,12B:4B,12,B,4,B,1,1,15
72,7A:9B,7,A,9,B,1,2,15
73,8B:1B,8,B,1,B,2,2,15
74,11B:5B,11,B,5,B,2,2,15
75,7A:2B,7,A,2,B,2,3,15
76,7A:12B,7,A,12,B,3,4,15
77,7A:6B,7,A,6,B,4,5,15
78,8B:6A,8,B,6,A,5,4,15
79,1B:3B,1,B,3,B,4,4,15
80,13B:10B,13,B,10,B,4,4,15
81,4B:5B,4,B,5,B,4,4,15
82,4B:12A,4,B,12,A,4,3,15
83,9A:7A,9,A,7,A,3,3,15
84,14B:13B,14,B,13,B,3,3,15
85,11B:10B,11,B,10,B,3,3,15
86,0B:10B,0,B,10,B,3,3,15
87,5B:3B,5,B,3,B,3,3,15
88,13B:9A,13,B,9,A,3,2,15
89,13B:3B,13,B,3,B,2,2,15
90,14B:10B,14,B,10,B,2,2,15
91,13B:6B,13,B,6,B,2,2,15
92,13B:1B,13,B,1,B,2,2,15
93,5B:8B,5,B,8,B,2,2,15
94,10B:0B,10,B,0,B,2,2,15
95,13B:13B,13,B,13,B,2,2,15
96,11B:8B,11,B,8,B,2,2,15
97,12B:7A,12,B,7,A,2,1,15
98,7B:4B,7,B,4,B,1,1,15
99,13B:3B,13,B,3,B,1,1,15
100,4B:1B,4,B,1,B,1,1,15
101,14B:2A,14,B,2,A,1,0,15
